index,명칭,행정 구,분류3,행정구 번호,카테고리 번호,상세주소,이미지 URL,소개
272,창녕위궁재사,강북구,유적지,9,3,서울 강북구 번동 93-1,https://search2.kakaocdn.net/argon/130x130_85_c/BUky9oLEEi1,"복온공주(福溫公主, 1818년 음력 10월 26일 ~ 1832년 음력 5월 12일)는 조선의 왕족이다. 순조와 순원왕후의 차녀이다."
273,대동문,강북구,유적지,9,3,서울 강북구 수유동 68-1,https://search2.kakaocdn.net/argon/130x130_85_c/DB2giBlkG71,"대동문(大同門)은 조선민주주의인민공화국의 국보 제4호로, 평양직할시 중구역 대동문동에 있는 성문이다. 원래 고구려 평양성 내성의 동문으로 6세기 중엽에 세웠다. 현재의 것은 여러 차례 수리를 거쳐 1635년 다시 세운 것이다."
274,국립4.19민주묘지,강북구,유적지,9,3,서울 강북구 수유동 580-1,https://search1.kakaocdn.net/argon/130x130_85_c/H1u5nbbDhWJ,"국립4·19민주묘지(國立四一九民主墓地, 영어: April 19th National Cemetery)는 서울특별시 강북구 수유동에 있는 4·19 혁명 희생자를 위한 국립묘지이다."
276,독립문,서대문구,유적지,13,3,서울 서대문구 현저동 941,https://search4.kakaocdn.net/argon/130x130_85_c/Eu3JdSedMtJ,"서울 독립문(서울 獨立門)은 조선 후기의 건축물로 1896년 11월에 착공되어 1897년에 완공되었다. 독립협회가 중심이 되어 조선이 청나라의 책봉 체제에서 독립한 것을 상징하기 위하여 영은문을 무너뜨리고 그 터에 지은 문으로 서재필의 주도로 건립되었으며, 서재필의 원작을 배경으로 아파나시 세레딘사바틴(Середин-Cабатин, 士巴津(사파진), Sabatin, 흔히 사바틴)이 설계했고, 심의석이 시공 감독하였다. 현판은 김가진의 작품이다.
조선의 중국에 대한 사대의 상징인 영은문을 헐고 그 뒷편에 건립되었으며, 독립문 전면에는 영은문이 서 있던 기둥돌이 함께 남아 있다. 1963년 1월 21일 대한민국 사적 제32호로 지정되었다."
277,영은문주초,서대문구,유적지,13,3,서울 서대문구 현저동 941,https://search3.kakaocdn.net/argon/130x130_85_c/72NwaSh1FOD,"서울 영은문 주초(서울 迎恩門 柱礎)는 서울특별시 서대문구 현저동, 독립문 앞에 있는, 조선시대에 중국의 사신을 맞아들이던 모화관(慕華館) 앞에 있던 일각문(一脚門)의 화강암으로 만들어진 주춧돌이다.
1963년 1월 21일 대한민국의 사적 제33호 영은문주초로 지정되었다가, 2011년 7월 28일 서울 영은문 주초로 명칭이 변경되었다.

"
279,광평대군묘,강남구,유적지,23,3,서울 강남구 수서동 산 10-1,https://search4.kakaocdn.net/argon/130x130_85_c/9LfrRj4yjQ7,"전주 이씨 광평대군파 묘역(全州 李氏 廣平大君派 墓域)은 광평대군 일가 등 종문 700여기의 묘소가 있는 곳이다. 1981년 2월 5일 서울특별시의 유형문화재 제48호로 지정되었다.

"
282,정현왕후릉,강남구,유적지,23,3,서울 강남구 삼성동,https://search1.kakaocdn.net/argon/130x130_85_c/Bg2CgXnRabY,"선정릉(宣靖陵, 사적 199호)은 서울특별시 강남구 삼성동에 있는 조선 왕릉으로 세 개의 능이 있다고 하여 삼릉공원이라고도 불린다. 이 곳에는 조선 9대 임금 성종과 계비 정현왕후 윤씨의 무덤인 선릉, 11대 임금 중종의 무덤인 정릉이 있다."
285,천년의문,마포구,유적지,14,3,경기 용인시 기흥구 서천동 370-1,https://search2.kakaocdn.net/argon/130x130_85_c/4RNVZO6gG4L,《의문의 일승》은 2017년 11월 27일부터 2018년 1월 30일까지 SBS에서 방영된 월화 드라마이다.
287,여계묘역,구로구,유적지,17,3,서울 구로구 고척동 산 6-3,https://search2.kakaocdn.net/argon/130x130_85_c/HUT24gctrUO,여계 묘역(呂稽墓域)에는 함양 여씨의 선조인 숭의랑공 여계의 묘가 위쪽에 있고 그 아래쪽에 부인의 묘가 있다.
290,천상열차분야지도각석,중구,유적지,2,3,서울 종로구 세종로 1-57,https://search2.kakaocdn.net/argon/130x130_85_c/Kv566pxcqPZ,"천상열차분야지도각석(天象列次分野之圖刻石)은 조선 태조 4년(1395년)에 왕명으로 제작된 별자리를 새긴 석판이다. 1985년 8월 9일 대한민국의 국보로 지정되었다.'천상열차분야지도'는 하늘의 모양을 차(次)와 분야(分野)에 따라 배열하여 그린 그림이란 뜻이다. 여기서 차(次)란 태양의 궤도인 황도(黃道) 부근의 하늘을 12등분하여 해와 달과(日月)과 5행성(五行星)들의 운행이나 절기를 알아보기 위하여 정하였다는 의미를 지닌다. 그리고 '분야'란 하늘의 별자리인 성수(星宿)들과 중국 춘추전국시대에 각 지역에 자리잡았던 주국(州國)들과 짝을 지은 이름이다. 일례로 '백양궁·술·진지분(白羊宮戌晋之分)', '금우궁·유·조지분(金牛宮酉趙之分)' 등과 같이 12궁의 별자리 이름·방향·나라명 등이 적혀 있다."
291,덕수궁,중구,유적지,2,3,서울 중구 정동 5-1,https://search1.kakaocdn.net/argon/130x130_85_c/8R34gvixjxI,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
292,숭례문,중구,유적지,2,3,서울 중구 남대문로4가 29,https://search1.kakaocdn.net/argon/130x130_85_c/7tkUdYQbV44,"숭례문(崇禮門) 또는 서울 숭례문은 조선의 수도였던 한양의 4대문(大門) 중의 하나로 남쪽의 대문이다. 흔히 남대문(南大門)이라고도 부르는데, 이는 일제 강점기 시절에 일본이 붙인 명칭이 아니라 조선  초기부터 불린 이름이다. 서울 4대문 및 보신각(普信閣)의 이름은 오행사상을 따라 지어졌는데, 이런 명칭은 인(仁: 동), 의(義: 서), 례(禮: 남), 지(智: 북), 신(信: 중앙)의 5덕(五德)을 표현한 것이었으며, 숭례문의 '례'는 여기서 유래한 것이다. 숭례문의 편액은 《지봉유설》에 따르면 양녕대군이 썼다고 알려져 있으나 이설이 많다. 1396년(태조 5년)에 최유경이 축성하였다. 1447년(세종 29년)과 1479년(성종 10년) 고쳐 지었다.2006년 3월 3일, 숭례문이 도로에 의해 고립되어 버리는 것을 막고 시민들에게 문화재를 가까이 하기 위하여 서울특별시에서 숭례문의 중앙통로를 일반인에게 개방하였다. 2008년 2월 10일 오후 8시 40분 전후 방화범 채종기의 방화로 인해 불타기 시작해 약 5시간 후인 11일 오전 1시 54분, 목조 건물 일부와 석축 기반을 남기고 2층 누각이 모두 붕괴되어 소실되었다. 서울 중구청에서 외부인의 접근을 통제하기 위한 가림막을 설치했고, 기온이나 강수, 바람 등 기상요인에 의한 추가 붕괴 방지를 위하여 덮개를 씌웠다. 문화재청에서는 소실된 숭례문을 원형에 가깝게 복구할 계획을 발표하였다. 2013년 4월 29일 완공되어, 2013년 5월 4일 복원 완료를 기념하는 완공식이다"
294,남산골한옥마을,중구,유적지,2,3,서울 중구 필동2가 84-1,https://search1.kakaocdn.net/argon/130x130_85_c/3mdim4u8gi0,"남산골 한옥마을(南山골 韓屋마을)은 서울특별시 중구 필동의 남산골공원에 있는 한옥 마을이다. 1989년 남산골의 제모습 찾기사업으로 각지의 한옥을 모아 마을을 조성, 1998년 4월 18일에 문을 열었다. 좌표위치는 북위 37° 33′ 33″ 동경 126° 59′ 38″이다."
296,남산봉수대지,중구,유적지,2,3,서울 중구 예장동 8-1,https://search2.kakaocdn.net/argon/130x130_85_c/EqONHeFysKe,"목멱산 봉수대 터(木覓山 烽燧臺 址)는 서울특별시 남산 정상에 있던 봉수대 터이다. 1993년 9월 20일 서울특별시의 기념물 제14호로 지정되었다.남산 봉수대는 서울 남산에 있다고 하여 일명 경봉수(京烽燧)라고 하며, 조선 시대 전국 각지의 봉수를 매일 받아 병조(兵曹)에 보고하는 중앙 봉수소였다."
297,대한문,중구,유적지,2,3,서울 중구 정동 5-1,https://search2.kakaocdn.net/argon/130x130_85_c/Iw42jpV5dQJ,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
298,덕수궁광명문,중구,유적지,2,3,서울 중구 정동 5-1,https://search1.kakaocdn.net/argon/130x130_85_c/R4VAmcIKwe,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
299,덕수궁세종대왕동상,중구,유적지,2,3,서울 종로구 세종로 1-68,https://search4.kakaocdn.net/argon/130x130_85_c/LDYGsOGeQsn,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
300,도편수이승업가옥,중구,유적지,2,3,서울 중구 필동2가 84-1,https://search2.kakaocdn.net/argon/130x130_85_c/HB9SA3mK1Sp,"도편수 이승업 가옥(都片手李承業家屋)은 1867년 경복궁 중건공사에 참여했던 도편수 이승업이 1860년대에 지은 중인 가옥이다. 본래 삼각동에 위치하여 조흥은행의 역사자료 전시실로 사용한 '조흥은행관리가'였으나, 1998년 남산한옥마을을 조성하며 현재의 위치로 이건하면서 명칭이 바뀌었다. 이 가옥은 조선 말 중인계층 주택의 시대적 특징을 읽을 수 있는 점에서 건축사적으로 중요하다.
현재 안채·사랑채·사주문만 한옥마을로 이건되어 있지만, 본래 문간채·앞뒤 행랑채·사랑채·안채·사랑뒤채 등으로 구성된 큰 규모의 가옥이었다고 한다. 목수의 자택답게 장식적이고 정교한 부재들로 치밀하게 구성되었다."
301,백범광장,중구,유적지,2,3,서울 중구 회현동1가 100-115,https://search3.kakaocdn.net/argon/130x130_85_c/F0NV3ebEL1y,"남산3호터널(南山三號-)은 서울특별시 용산구 용산동에서 중구 회현동을 잇는 길이 1270m의 왕복 4차로의 쌍굴형 터널이다. 녹사평대로의 일부이며 서울특별시 시설관리공단에서 관리하고 있다. 북쪽으로는 명동, 을지로, 남대문로, 소공로와 만나며 남쪽으로는 서울 지하철 6호선 녹사평역을 경유하여 반포대교 (잠수교),센트럴시티와 이어진다."
303,석어당,중구,유적지,2,3,서울 중구 정동,https://search1.kakaocdn.net/argon/130x130_85_c/7qJ3oa4mKrW,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
304,예장동느티나무,중구,유적지,2,3,서울 중구 장충동2가 186-74,https://search4.kakaocdn.net/argon/130x130_85_c/D8f1wgw5L48,서울특별시의 기념물은 기념물 중에서 서울특별시 내에 있는 문화재를 의미한다.
305,오위장김춘영가옥,중구,유적지,2,3,서울 중구 필동2가 84-1,https://search3.kakaocdn.net/argon/130x130_85_c/7mInjlp4Vuw,"오위장 김춘영 가옥(五衛將金春永家屋)은 원래 종로구 삼청동 125-1번지에 있었던 가옥으로 조선 말기 오위장이였던 김춘영이 건립하였다. 현재의 남산 한옥마을로 옮기기 전 문화재 지정 명칭은 '삼청동 김홍기 가옥'이었다.
1980년대 서울시내의 급격한 땅값 상승으로 인해 단층의 옛 가옥들이 토지의 경제적 이용가치를 저해하는 장애 요인으로 취급받게 되어, 일부 전통가옥의 소유자들은 문화재 지정을 해제하여 자유로운 재산권 행사를 요구하게 되었다.
또한, 가옥 소유자들이 거의 방치상태에 가깝도록 성의 없이 가옥들을 보존하여 자체 붕괴 위험마저 있었으므로 문화재 보존에도 심각한 위협이 되어왔다. 
이러한 문제점과 피해를 해결하기 위해 1990년 시작된 '남산 제모습 찾기사업'의 일환으로 한옥들을 이전하고 남산한옥마을을 조성하여 1998년 개장했다. 이 곳으로 이건된 가옥은 김춘영가옥을 비롯하여 이승업가옥·박영효가옥·윤택영재실 등이고, 새로 복원한 가옥은 순종비 순정효황후 윤씨의 친가이다."
306,유관순동상,중구,유적지,2,3,서울 광진구 능동 18,https://search2.kakaocdn.net/argon/130x130_85_c/KxwMnQupIFj,장충동(奬忠洞)은 서울특별시 중구의 동이다.
307,정관헌,중구,유적지,2,3,제주특별자치도 제주시 이도이동 1975-1,https://search2.kakaocdn.net/argon/130x130_85_c/2xh5nBpOypo,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
308,중화문,중구,유적지,2,3,강원 원주시 단계동 407-12,https://search4.kakaocdn.net/argon/130x130_85_c/7jGjusgxDk7,"중화문(中華門)은 중화인민공화국 난징시에 있는 거대한 성문이자, 문화 유산이다. 중국 대륙 안에서 현존하는 성문 중에서 중국에서 가장 큰 성문이다. 폭 118m와 길이 128m를 자랑한다."
309,즉조당,중구,유적지,2,3,서울 중구 정동 5-1,https://search2.kakaocdn.net/argon/130x130_85_c/Krv73POHiVB,"덕수궁(德壽宮)은 서울 중구 정동(貞洞)에 있는 조선과 대한제국의 궁궐로서, 대한민국의 사적 제124호이며 면적은 63,069m2이다. 원래의 면적은 현재보다 넓었으나, 일제 강점기를 거치면서 축소되었다.
본래 이름은 경운궁(慶運宮)이다. 조선 초기 세조가 남편을 잃고 궁궐을 떠나는 맏며느리 수빈 한씨(인수대비)를 가엽게 여겨 개인 사저로 마련해주었고, 이후 한씨의 차남 자산군이 보위에 오르게 되어 궁궐에 들어가자 장남인 월산대군이 물려받았다. 임진왜란 이후 선조가 월산대군의 집을 임시로 왕의 거처로 쓰면서 궁이 되었다. 1608년 선조가 죽은 뒤 광해군이 이곳에서 즉위하였는데, 그해 완성된 창덕궁으로 떠나면서 경운궁이라는 궁호를 붙여주었다. 1623년에는 인조가 이곳에서 즉위하였다. 또한, 고종이 황제로 즉위한 곳이기도 하다. 1897년(고종 34) 고종이 러시아 공사관에서 이 궁으로 거처를 옮기면서 비로소 궁궐다운 장대한 전각들을 갖추게 되었다. 1904년 큰 화재로 전각 대부분이 소실되었으나, 1905년 즉조당(卽祚堂)·석어당(昔御堂)·경효전(景孝殿)·함녕전(咸寧殿) 등이 중건되었다. 1906년 대안문(大安門)이 수리된 뒤 대한문(大漢門)으로 개칭하고 정문으로 삼았다. 1907년(순종 1) 순종 즉위 후 궁호가 경운궁에서 덕수궁으로 개명되었다. 경복궁이 없었던 1611년 ~ 1615년에는 조선의 정궁, 1897년 ~ 1907년에는 대한제국의 황궁이었다."
310,허준기념관,강서구,유적지,16,3,서울 강서구 가양동 26-5,https://search1.kakaocdn.net/argon/130x130_85_c/2IwHKCHkAGf,의성허준기념사업회는 구암 허준선생의 업적을 기리고 그 사상과 정신을 이어받아 민족문화의 계승․발전에 기여하기 위하여 1992년 10월 24일 설립된 대한민국 문화체육관광부 소관의 사단법인이다. 사무실은 서울특별시 동대문구 제기동 965-1에 있다.
311,소악루,강서구,유적지,16,3,서울 강서구 가양동 산 4-7,https://search1.kakaocdn.net/argon/130x130_85_c/Jz0GOhn1O5Q,증도초등학교 소악분교는 전라남도 신안군에 있는 공립 초등학교이다.
312,낙성대,관악구,유적지,21,3,서울 관악구 봉천동 228,https://search4.kakaocdn.net/argon/130x130_85_c/D67Svtnl79B,"낙성대(落星垈)는 강감찬이 태어난 곳으로, 서울특별시 관악구 봉천동 228번지에 위치해 있다. 낙성대는 그가 태어날 때 별이 떨어진 곳이라는 뜻이다. 강감찬(姜邯贊, 948∼1031) 이 태어난 낙성대를 보존하고, 강감찬을 기리기 위해 조성하였는데 1973년 11월부터 공사를 시작하여 1974년 6월 10일에 공원 조성이 완료되었다. 면적은 3만 1,350m2이었다."
315,숭인원,동대문구,유적지,6,3,서울 동대문구 청량리동 205,https://search3.kakaocdn.net/argon/130x130_85_c/EmFEuUKr22s,"숭인원(崇仁園)은 대한제국 의민황태자의 장남인 원손 이진의 무덤이다. 숭인원 경내에 있는 영휘원(永徽園)은 의민황태자의 사친이자 고종의 후궁인 순헌황귀비 엄씨의 무덤이다.
이진은 대한제국의 원손으로 본관은 전주이다. 아버지는 의민황태자 이은이며, 어머니는 의민황태자비 이씨이다. 1921년 8월 18일에 일본에서 태어나 의민황태자 이은과 함께 잠시 대한제국으로 귀국하였다가 일본으로 돌아가기를 하루 앞둔 1922년 5월 11일 태어난 지 8개월 만에 덕수궁 석조전에서 의문사하였다.
 본 문서에는 서울특별시에서 지식공유 프로젝트를 통해 퍼블릭 도메인으로 공개한 저작물을 기초로 작성된 내용이 포함되어 있습니다."
316,영휘원,동대문구,유적지,6,3,서울 동대문구 청량리동 204-2,https://search4.kakaocdn.net/argon/130x130_85_c/JdWkJGR8PWX,"영휘원(永徽園)은 대한제국 고종의 후궁인 순헌황귀비 엄씨의 무덤이다. 영휘원 경내에 있는 숭인원(崇仁園)은 의민황태자의 아들 원손 이진의 무덤이다.
영휘원의 규모는 55,015m2이다. 엄귀비는 1854년 11월 증찬정(贈贊政) 엄진삼(嚴鎭三)의 장녀로 태어나 8세에 경복궁에 들어가 명성황후 민씨의 시위상궁(侍衛尙宮)이 되었다가, 을미사변으로 명성황후가 시해된 후 아관파천 때 고종을 모시며 후궁(後宮)이 되어 1897년 영친왕 이은을 출산하였다. 귀인(貴人)에 봉해졌고, 1901년 비(妃)에 진봉되고, 1903년에는 황비(皇妃)에 책봉되었다. 1911년 7월 20일 58세로 별세하여, 순헌(純獻)이라 시호를 올리고, 8월에 양주 천수산(天秀山)에 무덤을 만들고, 원호는 영휘라 하였다. 위패는 서울특별시 종로구 궁정동에 있는 칠궁에 봉안되어 있다."
317,아차산봉수대지,중랑구,유적지,7,3,서울 중랑구 묵동 산 46-19,https://search2.kakaocdn.net/argon/130x130_85_c/ESN628prLyF,"아차산 봉수대 터(峨嵯山 烽燧臺 址)는 서울특별시 중랑구 묵동에 있는 조선시대에 사용하던 봉수대가 있던 터이다. 1993년 11월 30일 서울특별시의 기념물 제15호로 지정되었다.

"
318,아차산봉수대터,중랑구,유적지,7,3,서울 중랑구 묵동 산 46-19,https://search1.kakaocdn.net/argon/130x130_85_c/IaTiNOqn8VW,"아차산 봉수대 터(峨嵯山 烽燧臺 址)는 서울특별시 중랑구 묵동에 있는 조선시대에 사용하던 봉수대가 있던 터이다. 1993년 11월 30일 서울특별시의 기념물 제15호로 지정되었다.

"
319,연산군묘,도봉구,유적지,10,3,서울 도봉구 방학동 산 77,https://search3.kakaocdn.net/argon/130x130_85_c/B4UuEuUdgQl,"연산군묘(燕山君墓)는 조선 제10대 연산군(1495∼1506 재위)과 거창군부인 신씨(居昌郡夫人 愼氏)(1476 ∼ 1537)의 무덤이다. 중종 8년(1513년)에 조성되어, 1991년 10월 25일 대한민국의 사적 제62호로 지정되었다."
320,암사동선사주거지,강동구,유적지,25,3,서울 강동구 암사동,https://search4.kakaocdn.net/argon/130x130_85_c/JQZRqctzF9p,"서울 암사동 유적(서울 岩寺洞 遺蹟)은 서울특별시 강동구 암사2동에 있는 선사 시대의 주거 유적지이다. 대한민국 사적 제267호이다. 이 선사 시대의 유적은 78,793m2의 넓은 선사공원 내에 복원된 움집과 움집터를 그대로 둘러싼 제 1박물관과, 멀티미디어와 체험학습을 위한 제 2박물관 등의 시설을 갖추고 있다.
이곳 유적지는 6000년 시대의 마을이다.
유적지에서 3개의 문화층으로 구분되는 지층이 발견되었는데, 상층에서는 백제의 옹관과 건물지가 출토되었고, 중간층에는 민무늬토기, 반달돌칼, 빗살무늬토기 등 100여 개의 수혈 거주지가 출토되었다.1988년부터 일반에 공개되었으며, 현재는 큰 공원 안에 2개의 전시관과 움집 10동, 매점과 관리사무소 등을 운영하고 있다. 암사동 출토품 72점을 비롯해 총 408개의 소장품을 전시하고 있다.

"
